ID	TCGA-BP-4765	TCGA-BP-4967	TCGA-BP-4759	TCGA-B8-A7U6	TCGA-CJ-5684	TCGA-B0-5084	TCGA-B0-4843	TCGA-B0-5713	TCGA-BP-4974	TCGA-BP-4981	TCGA-CJ-4639	TCGA-B0-4822	TCGA-BP-4807	TCGA-B0-5709	TCGA-B0-5100	TCGA-CJ-4895	TCGA-B0-4821	TCGA-AS-3777	TCGA-CJ-4882	TCGA-DV-A4VZ	TCGA-BP-5178	TCGA-BP-4761	TCGA-CJ-6032	TCGA-AK-3431	TCGA-CJ-4638	TCGA-CW-5583	TCGA-BP-4959	TCGA-BP-4162	TCGA-CZ-4866	TCGA-B0-4690	TCGA-BP-4352	TCGA-BP-4989	TCGA-BP-4766	TCGA-BP-4973	TCGA-BP-4770	TCGA-B0-5083	TCGA-BP-5008	TCGA-CZ-5987	TCGA-B0-4847	TCGA-B0-5701	TCGA-B8-4621	TCGA-CZ-5460	TCGA-B0-5705	TCGA-A3-3359	TCGA-B0-5081	TCGA-CZ-5459	TCGA-A3-3374	TCGA-CZ-5464	TCGA-B8-A54K	TCGA-BP-4787	TCGA-BP-4331	TCGA-A3-3352	TCGA-AK-3465	TCGA-CZ-5470	TCGA-CJ-5680	TCGA-CJ-5675	TCGA-BP-4985	TCGA-B0-4844	TCGA-A3-3311	TCGA-AK-3425	TCGA-BP-5194	TCGA-CW-6088	TCGA-BP-4159	TCGA-BP-4347	TCGA-AS-3778	TCGA-BP-4999	TCGA-A3-3343	TCGA-CJ-4881	TCGA-CJ-4903	TCGA-B0-5702	TCGA-BP-5184	TCGA-B2-4101	TCGA-B8-5165	TCGA-CZ-5467	TCGA-A3-3380	TCGA-CJ-4636	TCGA-B4-5838	TCGA-B8-5162	TCGA-A3-3335	TCGA-B8-4154	TCGA-BP-5195	TCGA-B8-5545	TCGA-B0-5117	TCGA-B0-4706	TCGA-CJ-4634	TCGA-CJ-5672	TCGA-CJ-4641	TCGA-CJ-4889	TCGA-A3-3329	TCGA-B0-4697	TCGA-B0-4718	TCGA-B0-4845	TCGA-CJ-4918	TCGA-CJ-4876	TCGA-BP-4983	TCGA-BP-5182	TCGA-BP-5199	TCGA-BP-4964	TCGA-MM-A563	TCGA-B2-5633	TCGA-B0-5108	TCGA-BP-5181	TCGA-DV-5566	TCGA-B2-4098	TCGA-BP-4789	TCGA-CW-5588	TCGA-A3-A6NI	TCGA-CJ-4908	TCGA-BP-4351	TCGA-B8-4153	TCGA-BP-5190	TCGA-B0-4823	TCGA-B8-5553	TCGA-B8-5158	TCGA-AK-3458	TCGA-B0-5706	TCGA-BP-5196	TCGA-CZ-5461	TCGA-CW-6093	TCGA-BP-4161	TCGA-BP-4998	TCGA-BP-4335	TCGA-MM-A84U	TCGA-B0-4828	TCGA-MM-A564	TCGA-CZ-5455	TCGA-BP-4971	TCGA-B2-3924	TCGA-B8-A54E	TCGA-B0-4837	TCGA-CZ-4863	TCGA-T7-A92I	TCGA-B8-5546	TCGA-EU-5905	TCGA-BP-5000	TCGA-BP-4960	TCGA-BP-4177	TCGA-CJ-6030	TCGA-A3-3313	TCGA-B2-5641	TCGA-A3-3357	TCGA-B0-4698	TCGA-CJ-4892	TCGA-BP-5007	TCGA-BP-4970	TCGA-BP-4994	TCGA-CJ-4904	TCGA-CJ-4874	TCGA-CJ-5676	TCGA-A3-3372	TCGA-B8-A54G	TCGA-DV-A4W0	TCGA-B2-5636	TCGA-CJ-4890	TCGA-B0-5695	TCGA-B0-5110	TCGA-CJ-4905	TCGA-A3-3331	TCGA-CJ-4643	TCGA-AK-3447	TCGA-B0-4693	TCGA-A3-3378	TCGA-CZ-5453	TCGA-BP-4798	TCGA-B0-5812	TCGA-BP-4769	TCGA-CJ-4871	TCGA-CJ-5679	TCGA-CJ-4873	TCGA-BP-5175	TCGA-BP-4986	TCGA-CZ-5985	TCGA-BP-4776	TCGA-BP-5180	TCGA-CJ-4900	TCGA-A3-3367	TCGA-CJ-4885	TCGA-BP-4174	TCGA-A3-3325	TCGA-B0-5115	TCGA-BP-4176	TCGA-CZ-5982	TCGA-A3-3346	TCGA-CW-5580	TCGA-BP-4774	TCGA-CZ-4861	TCGA-B8-A54J	TCGA-B0-4827	TCGA-B0-5121	TCGA-BP-4758	TCGA-CJ-4886	TCGA-B2-5639	TCGA-B8-5163	TCGA-B8-4146	TCGA-BP-5192	TCGA-B0-4842	TCGA-B0-4818	TCGA-CZ-5469	TCGA-BP-5177	TCGA-CW-5581	TCGA-AK-3451	TCGA-BP-4992	TCGA-DV-5573	TCGA-B0-4848	TCGA-BP-4768	TCGA-BP-4341	TCGA-CJ-4893	TCGA-B0-4714	TCGA-BP-5170	TCGA-CZ-5986	TCGA-B8-A54F	TCGA-AK-3440	TCGA-B2-A4SR	TCGA-CJ-4897	TCGA-A3-3349	TCGA-BP-4962	TCGA-BP-4781	TCGA-CZ-4860	TCGA-A3-3326	TCGA-B0-5119	TCGA-B0-5693	TCGA-B0-5703	TCGA-BP-4763	TCGA-B8-5552	TCGA-G6-A5PC	TCGA-6D-AA2E	TCGA-B0-5399	TCGA-B0-4810	TCGA-B8-4620	TCGA-BP-4976	TCGA-B0-4694	TCGA-BP-4977	TCGA-CZ-5984	TCGA-CZ-4857	TCGA-BP-5186	TCGA-B0-5107	TCGA-A3-3383	TCGA-CJ-4887	TCGA-B0-4945	TCGA-CJ-5689	TCGA-AK-3436	TCGA-B0-5120	TCGA-BP-4790	TCGA-B0-4817	TCGA-BP-4804	TCGA-BP-4995	TCGA-CJ-5683	TCGA-BP-4158	TCGA-B0-4710	TCGA-CJ-4916	TCGA-B0-5106	TCGA-CZ-4858	TCGA-CJ-4640	TCGA-A3-A6NJ	TCGA-BP-4784	TCGA-BP-4344	TCGA-G6-A8L6	TCGA-A3-3362	TCGA-BP-5176	TCGA-CJ-4891	TCGA-CJ-5671	TCGA-BP-5189	TCGA-CZ-4865	TCGA-B0-5088	TCGA-CW-6087	TCGA-AK-3426	TCGA-CJ-5678	TCGA-B0-5094	TCGA-CJ-4644	TCGA-B0-4691	TCGA-BP-4975	TCGA-B0-4713	TCGA-B4-5834	TCGA-CZ-5458	TCGA-B8-5550	TCGA-BP-4762	TCGA-BP-5191	TCGA-BP-4993	TCGA-CJ-5682	TCGA-BP-4355	TCGA-BP-4961	TCGA-B0-5098	TCGA-B0-5080	TCGA-CW-5587	TCGA-BP-4169	TCGA-CZ-5468	TCGA-A3-3373	TCGA-A3-3328	TCGA-AK-3456	TCGA-EU-5907	TCGA-BP-4163	TCGA-B0-5712	TCGA-B0-5696	TCGA-B0-5077	TCGA-B0-4699	TCGA-B2-3923	TCGA-BP-4969	TCGA-BP-5006	TCGA-BP-5169	TCGA-CZ-4862	TCGA-BP-4991	TCGA-BP-5001	TCGA-CZ-5456	TCGA-B0-5400	TCGA-A3-3365	TCGA-A3-3317	TCGA-AK-3460	TCGA-BP-4332	TCGA-B8-4143	TCGA-B0-5711	TCGA-BP-4965	TCGA-CJ-6031	TCGA-3Z-A93Z	TCGA-BP-4346	TCGA-BP-4349	TCGA-B0-5095	TCGA-A3-A8OV	TCGA-BP-4795	TCGA-B0-4688	TCGA-CJ-4912	TCGA-CZ-5454	TCGA-CJ-5686	TCGA-B0-5075	TCGA-AK-3429	TCGA-B0-4811	TCGA-BP-4799	TCGA-BP-4968	TCGA-CJ-6027	TCGA-BP-5168	TCGA-B0-5097	TCGA-AK-3428	TCGA-AK-3454	TCGA-BP-4330	TCGA-G6-A8L7	TCGA-A3-3324	TCGA-B0-5092	TCGA-BP-5009	TCGA-B0-4841	TCGA-B0-4816	TCGA-B4-5378	TCGA-BP-4160	TCGA-DV-5574	TCGA-B0-5085	TCGA-A3-3319	TCGA-AK-3453	TCGA-BP-4756	TCGA-BP-5198	TCGA-B0-5690	TCGA-CJ-5681	TCGA-BP-4345	TCGA-AK-3445	TCGA-BP-4343	TCGA-A3-3363	TCGA-CJ-6033	TCGA-A3-3358	TCGA-A3-3322	TCGA-BP-5183	TCGA-B4-5836	TCGA-B8-4619	TCGA-BP-5185	TCGA-B2-4099	TCGA-CW-5589	TCGA-CZ-5465	TCGA-CZ-5989	TCGA-CJ-4884	TCGA-BP-4771	TCGA-BP-4760	TCGA-A3-3387	TCGA-BP-4327	TCGA-B4-5832	TCGA-B8-4151	TCGA-B8-A8YJ	TCGA-A3-3382	TCGA-A3-3323	TCGA-MW-A4EC	TCGA-B0-5707	TCGA-AK-3433	TCGA-BP-4167	TCGA-BP-4801	TCGA-AK-3434	TCGA-DV-5565	TCGA-CW-5590	TCGA-BP-4338	TCGA-BP-4982	TCGA-B0-4712	TCGA-BP-5200	TCGA-B0-4849	TCGA-CJ-4872	TCGA-EU-5904	TCGA-A3-3347	TCGA-B0-5104	TCGA-DV-5575	TCGA-DV-5567	TCGA-A3-3385	TCGA-CJ-4901	TCGA-BP-4777	TCGA-AK-3443	TCGA-B0-4814	TCGA-A3-3376	TCGA-BP-5187	TCGA-CZ-5466	TCGA-AK-3461	TCGA-B0-5697	TCGA-CW-5585	TCGA-B0-5700	TCGA-BP-4340	TCGA-B0-4833	TCGA-GK-A6C7	TCGA-BP-5010	TCGA-CZ-5463	TCGA-CJ-4899	TCGA-CJ-5677	TCGA-CJ-4902	TCGA-B0-5402	TCGA-CW-5584	TCGA-B0-4836	TCGA-B8-A54D	TCGA-DV-5569	TCGA-DV-A4VX	TCGA-BP-4797	TCGA-CZ-5457	TCGA-BP-5173	TCGA-BP-5174	TCGA-AK-3450	TCGA-EU-5906	TCGA-CJ-4869	TCGA-B4-5377	TCGA-B0-4700	TCGA-DV-5568	TCGA-CJ-4894	TCGA-BP-5201	TCGA-BP-4775	TCGA-B0-5096	TCGA-CJ-4642	TCGA-B0-5692	TCGA-AK-3455	TCGA-CW-6097	TCGA-B0-4839	TCGA-CJ-4878	TCGA-CJ-4635	TCGA-BP-4963	TCGA-B8-5159	TCGA-B0-5102	TCGA-BP-4164	TCGA-B8-4148	TCGA-CJ-4868	TCGA-BP-4803	TCGA-B2-4102	TCGA-B8-4622	TCGA-A3-3351	TCGA-CZ-5452	TCGA-A3-3370	TCGA-B0-5113	TCGA-B0-4815	TCGA-CZ-4853	TCGA-CJ-4920	TCGA-BP-4782	TCGA-B0-5698	TCGA-BP-5004	TCGA-B0-5116	TCGA-CZ-4859	TCGA-BP-4170	TCGA-CJ-4907	TCGA-A3-A8OW	TCGA-BP-4342	TCGA-CW-6090	TCGA-CW-5591	TCGA-CZ-5451	TCGA-B0-4824	TCGA-A3-3306	TCGA-CJ-6028	TCGA-B0-5699	TCGA-A3-3320	TCGA-CZ-5462	TCGA-AK-3427	TCGA-BP-4173	TCGA-B0-4696	TCGA-CZ-4864	TCGA-CJ-4870	TCGA-B0-5691	TCGA-DV-5576	TCGA-BP-4353	TCGA-B0-4838	TCGA-G6-A8L8	TCGA-B8-5549	TCGA-A3-3307	TCGA-B0-5710	TCGA-B8-A54H	TCGA-B0-4834	TCGA-CZ-4854	TCGA-BP-4987	TCGA-B0-4703	TCGA-BP-4325	TCGA-CJ-4888	TCGA-B0-4852	TCGA-B8-A54I	TCGA-BP-4165	TCGA-B0-5109	TCGA-CZ-5988	TCGA-CJ-4875	TCGA-B0-4707	TCGA-B0-5694	TCGA-BP-4972	TCGA-B2-5635	TCGA-A3-3316	TCGA-B0-4846	TCGA-CJ-4637	TCGA-B0-5099	TCGA-B0-4701
ACE2	7.119348914	6.344180843	1.618362243	6.631109231	6.218729255	0.540380855	2.752491281	7.85502542	3.530094471	4.760632934	6.123342563	2.423877166	6.489635413	3.061821637	0.336366805	2.895607998	0.745878043	1.753011849	2.288961503	0.350927502	4.429141236	2.650669448	8.751671586	3.394218741	5.781730832	6.531367267	6.519062677	5.848784413	4.201288828	0.097710905	0.098838331	3.345689597	6.933054431	6.096951658	0.25706422	0.86762537	6.347316986	7.094894761	5.995515046	5.441002346	6.918104729	5.098973634	7.926921571	6.566108091	2.826116453	4.561791073	0.075757914	3.00964618	0.72182034	5.232596295	7.379051666	6.982257784	2.214376944	6.976995937	7.319393941	8.043482857	4.044792773	1.79919882	6.917660888	4.871220218	7.017629109	7.938385191	2.618347911	6.350087895	6.310925915	5.849439631	6.88585131	4.676099814	7.800228211	5.148963788	6.609983024	5.539365738	5.853598502	3.12958966	4.324664455	5.00141495	7.477835154	2.140844737	3.917531051	7.226988192	6.0283152	3.588128145	0.111871624	4.089693898	7.24389753	6.344307982	6.976868811	5.795212378	5.859657278	0.153390039	4.138662952	4.923867971	3.590896588	7.081613388	0.033654702	5.557674452	2.150052045	5.076262351	4.372188772	5.276232743	1.418630382	6.917776634	7.028190086	4.327282088	5.06803487	4.390662871	7.108391681	6.010935779	4.945519686	6.613971525	6.824495477	6.568663906	8.064533148	6.351154796	5.923571133	3.590744521	1.004924161	5.918991763	6.760806423	6.372282816	4.038794353	4.840312662	5.200694628	6.076101981	1.394117881	8.211632333	2.111581569	4.256038433	6.907534856	0.111523481	8.152154005	2.502319908	9.465270285	5.825015747	4.432286661	2.700397768	2.192661939	6.414071585	5.139291439	6.999847833	5.90386016	0.03518891	5.627530674	5.074633448	7.697000204	4.700643901	6.649246835	7.75767802	4.233040565	6.634025284	7.067558053	1.395705561	1.014076012	3.067518774	6.682299395	6.72244963	5.420440294	6.763063607	6.222608101	0.028219893	6.695581874	1.817231937	6.58629923	3.042898537	6.19913246	0.555899574	4.501803435	6.310624232	5.299968462	3.385829415	5.001041971	8.507132196	4.859808577	6.989713518	5.119637965	6.689970025	7.072408117	6.251564591	5.801151929	6.414599496	6.554620468	7.923595496	0.267636828	3.989616798	5.434454093	4.911808526	6.761533947	3.769023756	5.087209499	4.835061028	5.664492796	6.799092488	4.278295563	7.230035812	7.771175806	6.154120992	5.864962143	1.476217836	4.672290684	8.132297674	6.157679803	3.229726802	6.165326906	4.518903319	7.264921073	6.018978607	7.430792904	5.093015006	2.813114397	8.110270838	3.285954037	0.143262009	1.73662046	6.425989778	6.334194432	5.956370116	3.69254102	0.378665318	7.378216812	7.530563962	6.343121387	6.294807644	6.569584356	6.333972691	6.237195426	5.130868698	6.375559577	2.636801619	0.700156567	7.846695765	5.71555791	4.837537616	6.578710973	0.171562845	7.914932804	6.62180427	6.190723098	5.884691444	6.590757693	5.125636225	5.607846041	4.549573686	3.694561539	3.441401675	4.890333841	5.482720203	6.599343088	5.790344847	6.222292009	5.601348576	3.828676259	0.207697356	7.042059875	7.756092584	0.236919317	4.951965856	3.892104401	6.783584993	6.863348767	1.786872329	1.681860313	6.044674325	5.382987086	4.102554838	0.365703286	0.490657819	6.172374501	0.892682139	6.163644242	5.259599411	7.167109	4.749076179	4.849664059	5.946742789	7.284378097	6.635939069	4.960200767	5.945514535	6.913825288	3.275394198	5.08949349	0.714862518	1.612433184	6.787752407	4.083399758	0.36758969	8.457216694	0.402933109	7.673160646	6.403474464	5.347431802	8.693115433	7.699966603	4.155456196	0.685640324	0.397233437	3.21962252	7.274754591	0.479454089	5.329278983	5.20676472	4.9801894	3.52049391	2.393316246	5.197568206	7.06681251	6.144707793	2.972191391	1.120497928	7.107929484	8.03701645	4.318763682	6.622916445	6.472893391	5.161198006	6.120070292	5.89613765	0.302329931	0.327441798	3.81971927	2.994907325	7.901689935	7.175347946	5.413770415	4.455485045	0.081594163	4.92001312	4.628719945	6.425268112	3.003053476	4.985625203	2.101864851	4.984676839	0.28007511	6.673002305	5.427166325	3.91688742	1.437532441	3.987754701	1.780357558	6.920327843	3.610917348	4.800148727	6.15337753	6.023975411	8.138999237	3.240682666	4.68021238	0.727998848	1.085685025	1.978683281	3.52335871	7.73123688	4.473519384	5.38226814	6.234544622	7.033856846	7.237209961	0.333606807	5.212961863	4.881122773	6.514382364	6.161628337	8.18861357	4.901102932	4.522906949	0.710016036	5.794118199	2.699968435	6.320958458	7.457239681	4.236598234	6.933816922	2.44039361	6.189771396	5.368923713	0.197927651	5.039661759	7.098867972	5.095700827	4.018439226	6.236545618	1.339140236	7.386347099	0.113617762	6.973666374	5.74513889	3.979370545	6.109630517	0.53182399	7.155610614	5.461564247	0.821219574	8.082871273	3.453904046	6.852616896	0.475472387	3.591218629	6.019887576	6.191941198	7.517933104	6.693421442	7.118279772	7.292206581	7.287638512	7.34294669	5.337742129	6.200884681	2.422212544	6.659223871	7.345593306	6.613212197	5.087836621	6.091025925	7.934074732	1.447159154	6.56150104	5.615793519	2.923272617	7.044726338	5.148280108	5.291064952	7.118176969	6.352624714	7.960081307	6.277707151	8.596993266	2.173534593	3.024363477	7.44525493	6.474367898	5.993587643	0.182199918	3.321676756	6.018852903	7.550094155	6.226206395	4.204051485	6.966442004	2.651031938	6.017442043	7.085296112	6.808633459	6.819613264	7.284039338	3.440413146	2.869946598	7.975191084	5.984721493	5.854663213	6.819530242	7.134742549	6.878688563	0.152723266	6.758608326	5.745973553	7.295469576	6.573226056	7.683822053	4.352019053	7.576223561	5.819244866	5.117072455	6.427843306	3.30504655	2.098330279	6.039161649	7.600744755	7.59341951	8.149207024	5.848159701	7.626131728	6.616301966	7.096709884	0.122360732	5.383958599	0.031769557	8.017631893	6.148821262	5.894237174	2.804467056	5.289694319	6.04436133	7.170113341	6.390649115	7.39361698	4.721068557	6.922251377	0.089888073	6.53771586	5.686092033	0.113867946	6.93995174	2.89304354	6.464145947	3.129009786	5.262362119	0.906371671	2.571460329	4.852750961	3.372122728	1.745276062	5.132215301	6.340066035	1.796792094	7.202074835	5.311617547	6.394051736	5.848644221
ALDOB	6.349820648	3.231941072	4.046752091	2.521376186	8.155726974	2.989824216	8.528461534	5.976729763	7.588245402	3.671220896	7.20870453	1.619326141	8.201022645	9.012510851	1.030772529	5.024674724	1.747949329	11.01615015	5.88659331	0.428113333	1.089205243	0.348345972	6.251529371	1.304688593	6.993843029	5.804217258	9.719436397	6.7639639	8.186685756	0.205530645	0.835723699	1.03860966	6.325495793	7.297801278	0.660961921	0.987560555	4.748992485	0.663065664	1.282628989	4.205184477	7.002418993	5.166158663	6.65008038	9.847634465	0.627777804	5.074200133	0.126700251	5.846431635	1.788236756	1.616454156	5.43588091	4.603428137	7.254416416	7.022741756	1.931082786	6.909762305	2.288019777	1.221794197	5.413203435	1.939912964	5.213939793	9.016396587	4.415067029	6.822657502	8.269186537	2.521281952	5.164027972	0.604232764	4.811831146	3.40692355	7.793422534	3.851457225	10.24232621	4.125163399	7.605161683	4.283392885	2.983498213	0.209915079	1.315599848	7.660487288	1.831628395	7.942524475	1.992377255	2.278134363	2.678846244	7.542802827	9.699640292	4.350457643	8.756781132	0.391721535	0.909095656	4.86301368	1.770992225	7.673511198	2.361004708	9.416033024	2.414832622	3.414771613	3.263321413	0.560764152	1.468972675	8.66700897	9.037303419	1.283896888	5.308979317	4.216637228	4.107523004	3.201612848	2.802823728	4.710403111	6.04935588	3.576738586	2.759332484	1.174467142	2.5249543	5.475586885	1.627359831	1.563958592	4.834506445	4.293662555	6.82525393	4.23687295	5.17281031	1.286981069	0.700545719	2.922486739	4.431227134	7.036187902	6.337825069	0.424474757	3.948555996	2.185286497	4.011934785	3.048496029	3.980196256	3.889067545	4.319202435	1.028690079	3.38127465	3.287486627	8.876000554	0.198034052	4.527914831	3.095824018	3.073636201	4.766292493	2.027038306	5.988691957	1.587459567	0.702478204	4.749197421	0.278259934	0.353866275	0.33205745	7.589257137	5.944775535	2.83767647	6.68458313	2.577382661	2.170516385	3.835183341	2.158393906	9.975142924	1.119743943	5.287943192	2.310277583	7.177433491	7.487006325	1.133043957	3.372605865	1.834954678	5.304574925	6.37418886	2.330391749	5.295111366	2.750403055	4.10673608	2.84926632	4.484201304	4.198294551	2.730440845	5.256440822	0.094209973	2.08294404	6.434341995	2.836446502	4.841368348	10.77071427	5.031207701	5.168778806	7.803905078	7.124249546	0.460270236	8.962465156	8.802190308	3.369996003	7.245485205	2.143502156	6.989126515	6.785363533	7.725451471	2.074203302	8.984176613	0.382097698	0.92258797	8.271605423	2.271087972	4.248766311	1.841311782	5.833977953	2.418721582	0.2605636	5.492349619	7.558772734	2.203876762	6.502698804	4.547319645	0.464025497	5.065306908	6.889741224	4.970302878	7.203909798	5.129499817	3.371599982	6.034605307	5.496524026	7.789744899	4.642526567	1.207745452	5.947033261	3.276097897	5.282318958	3.569892055	0.267595722	5.328309787	1.382319193	4.262044468	6.718738349	5.543777961	8.772558384	0.949951564	1.673466422	5.827551796	2.09266007	3.045727428	4.768867656	8.40927297	3.660940023	3.686766071	6.314769746	0.989031364	0.613255251	5.869571883	6.35276435	2.458334491	1.780181574	3.473679127	9.938414451	4.445902131	0.594194807	2.645232903	2.576472072	6.372183721	9.552767451	0.092375761	0.396277334	6.32272244	0.394109977	1.637304195	1.063161211	6.934979948	12.54409097	6.024429393	6.928031522	6.720015735	6.255101482	3.097520962	5.405376701	5.26140858	4.481478492	5.940144194	0.730570748	2.923438641	5.095425296	2.061098058	1.043081982	8.958615932	0.079250831	0.332674941	0.354960428	2.252966011	5.179394006	6.657742459	4.156259881	0.105051134	0.114828121	10.74120236	6.973636529	1.948842647	4.041910547	3.365876151	6.452995817	1.440696582	4.677635649	1.912690865	3.235209465	1.847869062	7.673855306	2.138404599	3.238548123	6.249625856	4.25813521	3.425060978	6.351205514	4.795746171	5.509364896	7.000619775	1.248310764	0.109797722	0.457247457	3.108715465	3.154090605	5.227310575	0.303743815	1.979046349	1.102677613	2.68018008	1.84837316	4.19613252	2.018919694	4.038460765	1.457183986	7.046290235	1.543571109	1.132824235	4.620769375	2.854265603	4.368078959	0.989066471	1.27019701	5.415486919	8.552439324	9.955200757	1.738271508	1.108616786	4.351675674	1.741126093	5.057064635	10.90181345	1.802225483	0.678920321	5.402093862	1.86965311	1.096484516	5.637457229	4.376219525	2.723155075	2.695487668	0.295578454	3.729755049	5.334301535	8.280072448	5.312601285	4.120371019	4.775435665	6.783425223	2.109449827	2.142428469	3.682421604	1.870847609	9.487930652	1.815051947	1.835532028	0.777887951	3.476826223	3.5514951	0.162843574	3.890416535	4.106563569	2.646028061	5.337111272	2.932396476	4.020402634	7.66938541	0.30159865	3.422896326	3.33437105	3.451086194	7.322276103	0.639221233	5.040732463	5.808078149	1.702962449	6.554946412	0.814360841	9.410043608	0.130631536	1.322848241	2.964688436	1.451133023	4.715915878	4.874199899	4.98230411	9.645297984	8.186569391	11.66375066	4.735815127	2.974762768	2.335443238	7.611471927	3.400059274	4.334776342	2.245550729	9.039113438	3.940240998	1.138841331	2.680265387	8.271569942	2.255391054	7.85814018	0.723696512	7.173525239	3.635509472	9.027918157	9.059856006	7.038560191	5.484324097	3.872534282	1.266011099	3.390646227	3.39985604	2.909604348	1.206157452	3.042633307	2.953166324	5.456749321	3.766199718	1.006597484	4.658065777	1.205812873	7.695115517	2.566848269	1.07863101	5.032491447	3.98379989	4.377205671	0.87506648	4.124965791	5.674688032	2.369746201	2.961537764	6.551320979	4.686847853	0.501706232	7.757547355	3.241850706	6.246680752	9.459657227	10.57837835	4.663078146	6.784587736	5.123506044	7.907296897	7.983653756	4.965639777	1.093435101	8.885551792	6.808170072	8.483959637	1.72362234	4.793140012	6.292073293	5.641690812	5.72744592	0.197257369	2.614577228	0.207633143	2.320956834	4.392458937	10.14492586	9.163515337	2.426303405	4.373115715	4.308503588	8.622579003	6.562054022	2.448706729	5.114729736	0.125931626	2.193325464	3.97702617	0.371428164	5.15454473	2.837600788	3.962554575	3.818827047	5.441181337	1.050030067	8.518693673	1.755438827	3.173041861	3.379396667	7.846372961	3.26929607	4.223614845	4.307560402	1.353498324	9.163872541	2.258921075
